time,insulin,meal,glucose
0,5.79345951470962,161.093688838294,125.684260322974
0.0166898470097357,5.79345951470962,161.093688838294,125.684260322974
0.0333796940194715,5.79345951470962,161.093688838294,125.684260322974
0.0500695410292072,5.79345951470962,161.093688838294,125.684260322974
0.066759388038943,5.79345951470962,161.093688838294,125.684260322974
0.0834492350486787,0.278800285583768,0,125.684260322974
0.100139082058414,0.278800285583768,0,125.817687644117
0.11682892906815,0.278800285583768,0,125.9549546004
0.133518776077886,0.278800285583768,0,126.092221556684
0.150208623087622,0.278800285583768,0,126.229488512967
0.166898470097357,0.278800285583768,0,126.366755469251
0.183588317107093,0.278800285583768,0,127.320284835438
0.200278164116829,0.278800285583768,0,128.322185307396
0.216968011126565,0.278800285583768,0,129.324085779355
0.2336578581363,0.278800285583768,0,130.325986251314
0.250347705146036,0.278800285583768,0,131.327886723273
0.267037552155772,0.278800285583768,0,133.125027938238
0.283727399165508,0.278800285583768,0,134.995015633479
0.300417246175243,0.278800285583768,0,136.865003328719
0.317107093184979,0.278800285583768,0,138.734991023959
0.333796940194715,0.278800285583768,0,140.6049787192
0.350486787204451,0.278800285583768,0,142.900239682796
0.367176634214186,0.278800285583768,0,145.249078380987
0.383866481223922,0.278800285583768,0,147.597917079179
0.400556328233658,0.278800285583768,0,149.946755777371
0.417246175243394,0.278800285583768,0,152.295594475563
0.433936022253129,0.278800285583768,0,154.823778886686
0.450625869262865,0.278800285583768,0,157.381125202352
0.467315716272601,0.278800285583768,0,159.938471518017
0.484005563282337,0.278800285583768,0,162.495817833683
0.500695410292072,0.278800285583768,0,165.053164149348
0.517385257301808,0.278800285583768,0,167.636743373097
0.534075104311544,0.278800285583768,0,170.225613267383
0.55076495132128,0.278800285583768,0,172.814483161669
0.567454798331015,0.278800285583768,0,175.403353055955
0.584144645340751,0.278800285583768,0,177.992222950241
0.600834492350487,0.278800285583768,0,180.511294490327
0.617524339360223,0.278800285583768,0,183.013371648522
0.634214186369958,0.278800285583768,0,185.515448806716
0.650904033379694,0.278800285583768,0,188.01752596491
0.66759388038943,0.278800285583768,0,190.519603123105
0.684283727399166,0.278800285583768,0,192.891000032113
0.700973574408901,0.278800285583768,0,195.224723355771
0.717663421418637,0.278800285583768,0,197.558446679429
0.734353268428373,0.278800285583768,0,199.892170003087
0.751043115438109,0.278800285583768,0,202.225893326745
0.767732962447844,0.278800285583768,0,204.397156545214
0.78442280945758,0.278800285583768,0,206.513760289039
0.801112656467316,0.278800285583768,0,208.630364032864
0.817802503477051,0.278800285583768,0,210.746967776689
0.834492350486787,0.278800285583768,0,212.863571520514
0.851182197496523,0.278800285583768,0,214.805015557815
0.867872044506259,0.278800285583768,0,216.678436408118
0.884561891515994,0.278800285583768,0,218.55185725842
0.90125173852573,0.278800285583768,0,220.425278108722
0.917941585535466,0.278800285583768,0,222.298698959025
0.934631432545202,0.278800285583768,0,223.996604928926
0.951321279554937,0.278800285583768,0,225.616504285315
0.968011126564673,0.278800285583768,0,227.236403641705
0.984700973574409,0.278800285583768,0,228.856302998094
1.00139082058414,0.278800285583768,0,230.476202354484
1.01808066759388,0.278800285583768,0,231.928385276884
1.03477051460362,0.278800285583768,0,233.295827264214
1.05146036161335,0.278800285583768,0,234.663269251545
1.06815020862309,0.278800285583768,0,236.030711238876
1.08484005563282,0.278800285583768,0,237.398153226207
1.10152990264256,0.278800285583768,0,238.610667103697
1.11821974965229,0.278800285583768,0,239.734650632707
1.13490959666203,0.278800285583768,0,240.858634161717
1.15159944367177,0.278800285583768,0,241.982617690726
1.1682892906815,0.278800285583768,0,243.106601219736
1.18497913769124,0.278800285583768,0,244.091114427011
1.20166898470097,0.278800285583768,0,244.985853634089
1.21835883171071,0.278800285583768,0,245.880592841167
1.23504867872045,0.278800285583768,0,246.775332048245
1.25173852573018,0.278800285583768,0,247.670071255323
1.26842837273992,0.278800285583768,0,248.441824855384
1.28511821974965,0.278800285583768,0,249.124673197359
1.30180806675939,0.278800285583768,0,249.807521539335
1.31849791376912,0.278800285583768,0,250.49036988131
1.33518776077886,0.278800285583768,0,251.173218223286
1.3518776077886,0.278800285583768,0,251.749478467939
1.36856745479833,0.278800285583768,0,252.239388861597
1.38525730180807,0.278800285583768,0,252.729299255255
1.4019471488178,0.278800285583768,0,253.219209648914
1.41863699582754,0.278800285583768,0,253.709120042572
1.43532684283727,0.278800285583768,0,254.108037447409
1.45201668984701,0.278800285583768,0,254.424454542382
1.46870653685675,0.278800285583768,0,254.740871637355
1.48539638386648,0.278800285583768,0,255.057288732327
1.50208623087622,0.278800285583768,0,255.3737058273
1.51877607788595,0.278800285583768,0,255.613499352164
1.53546592489569,0.278800285583768,0,255.775590101707
1.55215577190542,0.278800285583768,0,255.937680851249
1.56884561891516,0.278800285583768,0,256.099771600791
1.5855354659249,0.278800285583768,0,256.261862350333
1.60222531293463,0.278800285583768,0,256.360256976514
1.61891515994437,0.278800285583768,0,256.386399283657
1.6356050069541,0.278800285583768,0,256.412541590801
1.65229485396384,0.278800285583768,0,256.438683897944
1.66898470097357,0.278800285583768,0,256.464826205088
1.68567454798331,0.278800285583768,0,256.438688095997
1.70236439499305,0.278800285583768,0,256.346162156767
1.71905424200278,0.278800285583768,0,256.253636217538
1.73574408901252,0.278800285583768,0,256.161110278308
1.75243393602225,0.278800285583768,0,256.068584339078
1.76912378303199,0.278800285583768,0,255.933712679068
1.78581363004172,0.278800285583768,0,255.738552196251
1.80250347705146,0.278800285583768,0,255.543391713433
1.8191933240612,0.278800285583768,0,255.348231230616
1.83588317107093,0.278800285583768,0,255.153070747799
1.85257301808067,0.278800285583768,0,254.924081768263
