1.6728,-1.6728,0
1.6728,-1.6728,0
1.6728,-1.6728,0
1.6728,-1.6728,0
1.6728,-1.6728,0
1.6728,-1.6728,0
1.6728,-1.6539,0
1.6728,-0.89993,0
1.6728,-0.10469,0
1.6728,0.44026,0
1.6728,0.7311,0
1.6728,0.87856,0
1.6728,0.88558,0
1.6728,0.79265,0
1.6728,0.82625,0
1.6728,1.0491,0
1.6728,1.1676,0
1.6728,1.2239,0
1.6728,1.2736,0
1.6728,1.3124,0
1.6728,1.0266,0
1.6728,0.69424,0
1.6728,0.52666,0
1.6728,0.55553,0
1.6728,0.77643,0
1.6728,0.59679,0
1.6728,0.38555,0
1.6728,0.085733,0
1.6728,-0.20963,0
1.6728,-0.51072,0
1.6728,-0.55985,0
1.6728,-0.50914,0
1.6728,-0.48343,0
1.6728,-0.62789,0
1.6728,-0.51789,0
1.6728,-0.53538,0
1.6728,-0.76438,0
1.6728,-1.2178,0
1.6728,-1.4612,0
1.6728,-1.3758,0
1.6728,-1.1674,0
1.6728,-0.87098,0
1.6728,-0.53788,0
1.6728,-0.20379,0
1.6728,-0.044949,0
1.6728,0.026375,0
1.6728,0.16149,0
1.6728,0.40874,0
1.6728,0.31848,0
1.6728,0.19037,0
1.6728,0.065243,0
1.6728,0.21593,0
1.6728,0.30211,0
1.6728,0.62399,0
1.6728,0.85194,0
1.6728,0.90557,0
1.6728,0.99912,0
1.6728,0.96756,0
1.6728,0.96316,0
1.6728,0.94358,0
1.6728,0.87076,0
1.6728,0.61185,0
1.6728,0.44166,0
1.6728,0.23822,0
1.6728,0.2504,0
1.6728,0.60119,0
1.6728,1.0241,0
1.6728,1.0998,0
1.6728,0.94062,0
1.6728,0.70327,0
1.6728,0.56205,0
1.6728,0.61396,0
1.6728,0.66784,0
1.6728,0.74614,0
1.6728,0.76179,0
1.6728,0.81327,0
1.6728,0.89223,0
1.6728,0.82932,0
1.6728,0.63822,0
1.6728,0.23304,0
1.6728,-0.12235,0
1.6728,-0.21175,0
1.6728,-0.0054355,0
1.6728,0.40627,0
1.6728,0.71892,0
1.6728,0.74466,0
1.6728,0.59144,0
1.6728,73.908,10800
1.6728,-1.6728,0
1.6728,9.3963,0
1.6728,9.1446,0
1.6728,6.7727,0
1.6728,4.0369,0
1.6728,0.95619,0
1.6728,-1.6728,0
1.6728,-1.6728,0
1.6728,-1.6728,0
1.6728,-1.6728,0
1.6728,-1.6728,0
1.6728,-1.6728,0
1.6728,-1.6728,0
1.6728,-1.6728,0
1.6728,-1.6728,0
1.6728,-1.6728,0
1.6728,-1.6728,0
1.6728,-1.6728,0
1.6728,-1.6728,0
1.6728,-1.6728,0
1.6728,-1.6728,0
1.6728,-1.6728,0
1.6728,-1.6728,0
1.6728,-1.6728,0
1.6728,-1.6728,0
1.6728,-1.6728,0
1.6728,-1.6728,0
1.6728,-1.6728,0
1.6728,-1.6728,0
1.6728,-1.6728,0
1.6728,-1.6728,0
1.6728,-1.6728,0
1.6728,-1.6728,0
1.6728,-1.6728,0
1.6728,-1.6728,0
1.6728,-1.1949,0
1.6728,-0.615,0
1.6728,-0.10217,0
1.6728,0.42907,0
1.6728,0.69897,0
1.6728,0.72419,0
1.6728,0.43552,0
1.6728,0.11303,0
1.6728,-0.16644,0
1.6728,-0.14291,0
1.6728,0.025311,0
1.6728,0.092934,0
1.6728,0.22769,0
1.6728,0.24652,0
1.6728,0.17724,0
1.6728,0.21213,0
1.6728,0.43053,0
