1.6728,0.85921,0
1.6728,0.84262,0
1.6728,0.66916,0
1.6728,0.31782,0
1.6728,-0.16061,0
1.6728,-0.4905,0
1.6728,-0.61711,0
1.6728,-0.61238,0
1.6728,-0.53307,0
1.6728,-0.37571,0
1.6728,115.91,18800
1.6728,-1.6728,0
1.6728,21.439,0
1.6728,21.138,0
1.6728,16.118,0
1.6728,10.2,0
1.6728,3.5219,0
1.6728,-1.6728,0
1.6728,-1.6728,0
1.6728,-1.6728,0
1.6728,-1.6728,0
1.6728,-1.6728,0
1.6728,-1.6728,0
1.6728,-1.6728,0
1.6728,-1.6728,0
1.6728,-1.6728,0
1.6728,-1.6728,0
1.6728,-1.6728,0
1.6728,-1.6728,0
1.6728,-1.6728,0
1.6728,-1.6728,0
1.6728,-1.6728,0
1.6728,-1.6728,0
1.6728,-1.6728,0
1.6728,-1.6728,0
1.6728,-1.6728,0
1.6728,-1.6728,0
1.6728,-1.6728,0
1.6728,-1.6728,0
1.6728,-1.6728,0
1.6728,-1.6728,0
1.6728,-1.6728,0
1.6728,-1.6728,0
1.6728,-1.6728,0
1.6728,-1.6728,0
1.6728,-1.6728,0
1.6728,-1.6728,0
1.6728,-1.6728,0
1.6728,-1.6728,0
1.6728,-1.6728,0
1.6728,-1.6728,0
1.6728,-1.6728,0
1.6728,-1.6728,0
1.6728,-1.6728,0
1.6728,-1.6728,0
1.6728,-1.6728,0
1.6728,-1.6728,0
1.6728,-1.6728,0
1.6728,-1.6728,0
1.6728,-1.6728,0
1.6728,-1.6728,0
1.6728,-1.6728,0
1.6728,-1.6728,0
1.6728,-1.6728,0
1.6728,-1.6728,0
1.6728,-1.6728,0
1.6728,-1.0971,0
1.6728,-0.52707,0
1.6728,0.050358,0
1.6728,0.5053,0
1.6728,0.79671,0
1.6728,1.0708,0
1.6728,1.1959,0
1.6728,1.3527,0
1.6728,1.4382,0
1.6728,1.4144,0
1.6728,1.35,0
1.6728,1.4512,0
1.6728,1.57,0
1.6728,1.4019,0
1.6728,1.048,0
1.6728,0.88014,0
1.6728,0.70107,0
1.6728,0.39451,0
1.6728,0.14154,0
1.6728,-0.0085993,0
1.6728,-0.04224,0
1.6728,-0.1136,0
1.6728,-0.28308,0
1.6728,-0.30247,0
1.6728,-0.20646,0
1.6728,-0.12132,0
1.6728,-0.16512,0
1.6728,-0.51426,0
1.6728,-0.98834,0
1.6728,-1.3329,0
1.6728,-1.4794,0
1.6728,255.83,26000
1.6728,-1.6728,0
1.6728,8.4959,0
1.6728,5.7308,0
1.6728,-1.6728,0
1.6728,-1.6728,0
1.6728,-1.6728,0
1.6728,-1.6728,0
1.6728,-1.6728,0
1.6728,-1.6728,0
1.6728,-1.6728,0
1.6728,-1.6728,0
1.6728,-1.6728,0
1.6728,-1.6728,0
1.6728,-1.6728,0
1.6728,-1.6728,0
1.6728,-1.6728,0
1.6728,-1.6728,0
1.6728,-1.6728,0
1.6728,-1.6728,0
1.6728,-1.6728,0
1.6728,-1.6728,0
1.6728,-1.6728,0
1.6728,-1.6728,0
1.6728,-1.6728,0
1.6728,-1.6728,0
1.6728,-1.6728,0
1.6728,-1.6728,0
1.6728,-1.6728,0
1.6728,-1.6728,0
1.6728,-1.6728,0
1.6728,-1.6728,0
1.6728,-1.6728,0
1.6728,-1.6728,0
1.6728,-1.6728,0
1.6728,-1.6728,0
1.6728,-1.6728,0
1.6728,-1.6728,0
1.6728,-1.6728,0
1.6728,-1.6728,0
1.6728,-1.6728,0
1.6728,-1.6728,0
1.6728,-1.6728,0
1.6728,-1.6728,0
1.6728,-1.6728,0
1.6728,-1.6728,0
1.6728,-1.6728,0
1.6728,1.523,5000
1.6728,-1.6728,0
1.6728,2.022,0
1.6728,2.685,0
