x21,x22,x23,x24,x25,x26,x27,x28,x29,x210
1.44390471461132,0.328593349596402,-2.35171411094999,0.416655408729259,0.336232974409971,0.0268327391505985,0.00504080693865427,0.152640645585652,0.136041435345143,-0.0148433610886185
1.44390471461132,0.3285933495964,-2.35171411094999,0.416655408729259,0.336232974409971,0.0268327391505987,0.00504080693865427,0.152640645585653,0.136041435345142,-0.0148433610886183
0.257386498233909,-0.255443450227124,-2.35171411095,0.299506152956958,0.32230740550908,-0.0152456894414243,-0.133867344748959,0.195009732670998,-0.0852826244102622,0.208242198257385
-0.561229526509073,-0.597509517496065,-2.35171411094964,0.288773172866093,0.315777915640752,-0.0609292367391416,-0.20957859705662,0.229847198229316,-0.231182199401087,0.385959262071724
-0.88095643608913,-0.784009290992517,-2.35171411094975,0.352202795861888,0.315038023209928,-0.0868277872376232,-0.193234350051195,0.273652696585298,-0.340587015558076,0.457407699629925
-0.920364634066212,-0.85194217073943,-2.35171411039193,0.353593343670014,0.245055716038975,-0.119766251529453,-0.151045401942333,0.272027635879641,-0.398549746821054,0.363434235712525
-0.767111393621997,-0.947529423292657,-1.53074027072578,0.332298522793379,0.242319891337668,-0.176625962772924,-0.116433731082985,0.291297212201007,-0.424004364954646,0.261129266178644
-0.625122413850157,-0.959389252700306,-0.604009134383769,0.260570842265359,0.194666523631261,-0.226759137295124,-0.143168724293676,0.374786359034307,-0.399874887569636,0.271273494670488
-0.582712161308138,-0.936614403936699,0.425782590986113,0.342176669869212,0.135093976593065,-0.280610917586659,-0.135560415269389,0.394372266440822,-0.394481274932805,0.28269736641589
-0.446544607452192,-0.819239881207983,2.11314871927016,0.439505293460051,0.0725657466973617,-0.305922137070355,-0.105658792696875,0.286586741048755,-0.391250267905836,0.279149119715183
-0.36054317199398,-0.520381330362287,4.16156063449713,0.434149180579332,-0.043235321465243,-0.263180336234333,-0.120078604858186,0.105055507891763,-0.397722318749413,0.244392145031397
-0.201514840983328,-0.222596701440599,5.30625451217556,0.484659140766651,-0.187971690933805,-0.209488758291816,2.73496640202101,-0.0782436745811119,-0.399686249192376,0.214015504770106
-0.114097199369231,0.0515450434163816,4.46127641697069,0.412575443712963,-0.306351362899176,-0.171407995401477,-0.19029204601429,-0.220503588326016,-0.388472845474876,0.221481734817517
-0.199673081073386,0.248331305110873,3.20007905466456,0.141207852706241,-0.32922542295974,-0.143434223013655,2.38087154435038,-0.232141332215636,-0.339965725358751,0.240935312122502
-0.157142487124735,0.261136852060341,2.14015476797131,-0.0984810458070826,-0.345580660104475,-0.082006222273967,2.27180921780587,-0.145617712798317,-0.240388975845013,0.266326973658698
-0.0210505382452804,0.207320982969058,1.04459864936071,-0.258449485212526,-0.342099133583872,0.00881453622743789,2.06632847848072,-0.0546315828499231,-0.132149132327822,0.250364355661726
0.15656485433549,0.120347046991574,0.27755665835939,-0.464128321669573,-0.306520950697528,0.0750111664489932,1.87332807961185,-0.0496316336184579,-0.0321539220826124,0.231594347408208
0.303497722126281,0.0909819974830277,-0.322755498538896,-0.61267180492967,-0.287647907680674,0.123536200179825,1.72038718341169,-0.0973233973812484,0.0602858551671843,0.235368726612887
0.377751817626957,0.14837930744359,-2.11659831171363,-0.795071872701498,-0.244003940643622,0.150630365477955,1.59979057199285,-0.0383932369836226,0.126209970003872,0.197550051443195
0.476499186944217,0.177359034443092,-2.35171411094999,-1.01229207440313,-0.184521779516559,0.12421536544909,1.45160867408044,0.0381180985423872,0.154126171367979,0.0898598327042208
0.548852760605711,0.305136475614159,-2.35171411095,-0.89526311150051,-0.117835002639711,0.0849842681424038,1.33456130856188,0.0683921642555461,0.167559696739042,-0.145755632783824
0.516576744970346,0.41542070609778,-2.35171411095,-0.626539406594903,-0.0675551136032146,0.108649379532619,1.23831315200794,0.168312198468486,0.142225495979244,-0.319082481289718
0.338725519263475,0.451843442157553,-2.35171411094999,-0.346700358332115,-0.0116167060290764,0.110775053997026,1.12856308200729,0.260863743930366,0.112343475171249,-0.434318430442894
0.0805161145351097,0.489040863447466,-2.35171411094977,-0.236145404134355,-0.0261466721882375,0.116983056656021,1.00071127133211,0.358893052087171,0.10000137756574,-0.479295148560652
-0.0911218155491962,0.477477679274305,-2.35171411092905,-0.0941921054314292,-0.0492334430688055,0.106386198025777,0.839974312176841,0.44049480240832,0.0783002408287827,-0.446932926761744
-0.152881918040062,0.35794241942975,-2.3517141109498,-0.00941085975761413,-0.110522204958831,0.0952175339213495,0.645612089792983,0.408124503178884,0.0109333989781584,-0.40133584047841
-0.107366322174189,0.251140153840167,-2.35171411064347,-0.0276064891906902,-0.176158270005933,0.163383135458399,0.482006022030466,0.455086708180096,-0.0438705743395338,-0.360384027396647
-0.0400376916961831,0.162403772686251,-0.808109097701786,-0.0686058959605451,-0.186709864094769,0.249169854698976,0.388237827967889,0.454348580210004,-0.0689970321977034,-0.29979681326972
-0.161464171551718,0.0374428953350594,1.27581472048407,-0.0586527394605849,-0.162510088217532,0.331707330479318,0.336504758686427,0.402062266758087,-0.0856762694276978,-0.193944432650707
-0.20638980081648,-0.206338045821714,2.20334180106247,-0.0581586817370299,-0.120134813425822,0.331111882557038,0.287583882305848,0.353937511587698,-0.117122354651603,-0.0738320712008103
-0.105153224045966,-0.462048106076905,1.91125593135725,0.113504242656431,-0.105627611146784,0.318914527421349,0.211181504297084,0.361594911560924,-0.147011965138802,0.0732427822093065
-0.0344452580368042,-0.655261333891654,1.48644298818014,0.34585570905125,-0.0556190839384751,0.292049626603582,0.153262722177891,0.40325252165,-0.164649974003667,0.233049363998118
0.00234942730059085,-0.74698501733315,0.844967938680591,0.476514570353016,0.0162137163481033,0.285982985897618,0.0921321421901504,0.478877494466566,-0.183909575422959,0.328932046941251
-0.0969977488541856,-0.695166312907277,1.73378990153591,0.614249146887083,0.133407502039678,0.273046520997148,0.0271222522091126,0.488677167529006,-0.223384611210415,0.348465181094856
-0.0835677267007802,-0.581153396474246,3.00951280553544,0.754697675713867,0.273603122259097,0.245395912673985,-0.0489971022356998,0.405488862527225,-0.244562834409279,0.343475745594641
-0.0245816168081208,-0.487169217602094,4.42224910150535,0.848071082431582,0.348055034405774,0.179851322772271,-0.126761887530834,0.386419772766519,-0.253061106198306,0.413200585932268
0.129283004922603,-0.410282625847769,5.18470042455992,0.844641807985425,0.322152993361001,0.132423793187676,-0.257115669530951,0.445552843077019,-0.263631171608485,0.493170256981276
0.179012961199578,-0.318890272409519,4.53165613710903,0.739345118802134,0.308452618972673,0.128078209098519,-0.372004275322064,0.432011876718305,-0.245759393366125,0.529263856700795
0.26589124294084,-0.194747442232594,2.49707503355537,0.575777282581325,0.378689901645784,0.0610088042822496,-0.499975302880219,0.236783538246283,-0.22008856743103,0.436161720837214
0.456644280607658,-0.0554397988522881,-0.144076042822058,0.323739232883196,0.442728189148683,-0.0638412016712273,-0.603588275930101,0.104493584249707,-0.161230328211274,0.332599222986594
0.738383117612055,0.11047250467298,-1.67941611509134,0.147479656854552,0.477328619922578,-0.209207074407491,-0.680895387924024,-0.00878061967690535,-0.112513831058234,0.205934663017474
0.898980292551131,0.234369831612581,-1.97122221239749,0.00953433977027562,0.455531245248057,-0.302722774083135,-0.703826219795982,-0.0424392545110883,-0.0718736395050881,0.100445752709783
0.961150424212505,0.272870754535175,-1.44488674217522,-0.142952100272059,0.43581133421078,-0.351385438155731,-0.649071781519592,-0.141324445391467,-0.0366706033795425,0.0108296532908234
0.961213391818155,0.356011141728155,-1.85578800256132,-0.178180591749749,0.347396588280292,-0.382005778259706,-0.567910372452765,-0.0965561371198271,-0.00552902725208892,-0.0452656460699921
0.924002026050349,0.39153263670142,-2.35171359687874,-0.175193752985569,0.27227212798474,-0.351443838177891,-0.457351714969979,-0.0082027108927949,0.0124327490686049,-0.0680898650044184
0.826705210933127,0.439825657384617,-1.89301675277493,-0.151774579569555,0.156695127610067,-0.243410625111373,-0.350536654613612,0.0995920365874701,0.0412130090484311,-0.114446725573541
0.618161165506098,0.469587022096726,-0.413165100827526,-0.0751300923544007,0.0732664041024653,-0.169624508523978,-0.268375976696075,0.215876571262639,0.0857939033393609,-0.085317577418057
0.466923106166002,0.432893533064833,0.349229917007513,-0.026839584583108,-0.0389768280580918,-0.139431956387555,-0.187807286508211,0.283987442363423,0.10891928033433,0.0250458922976444
0.408109946761509,0.354364306243055,0.236811835763387,-0.0394794566486312,-0.111850569514851,-0.115088676639703,-0.0878601774588665,0.236430355419011,0.097862997041436,0.18142422455301
0.524475390370695,0.204571385273274,-0.0668507617703646,0.0338797662926986,-0.13657010939409,-0.113292225473769,-0.027650694689258,0.153317637484467,0.10553123369643,0.260877567870425
0.704329287544167,0.142199872185199,-0.177246520322136,0.0621184423596348,-0.112437335605092,-0.145396992331752,0.0415135085457929,0.122008469670859,0.125094205682353,0.290192035096905
0.903403794000416,0.116849609702458,0.0546411963559423,0.0567528366238197,-0.0770994366301827,-0.0787866550183736,0.0656147393895026,0.158412601269267,0.140697128018235,0.190549491090332
1.06155029961159,0.16096515241284,0.0371689205033632,0.194678759542456,-0.0365376833197446,0.0378937779939559,0.0604781304555655,0.216729377864463,0.143123247382946,0.0590132093633193
1.2213234369879,0.120644956787102,0.83575932490708,0.39976844006971,0.0250444683961859,0.130158808348054,0.093937134389688,0.250624594695988,0.156971949163606,0.0254490214881207
1.14442858680047,0.0248409468779249,2.00943085456563,0.551323753534554,0.0804697027614105,0.174337796769201,0.107395066236312,0.117360309222512,0.158137323681834,-0.0688957879162895
0.954479101566644,0.00417717977939835,2.42338471864985,0.558877765613992,0.166078191636012,0.168744065404296,0.0782276140855513,0.00137218285982965,0.150931110003867,-0.157631801271356
0.757571783709668,-0.0637238716634057,1.69915111195986,0.497323134901625,0.322855827657471,0.172881146346292,0.0796909416460252,-0.14260099789163,0.168455310643718,-0.115934256463924
0.537165172004303,-0.0621233403236601,0.315170124460091,0.400400507025649,0.481349076686315,0.183386586074487,0.128157821574329,-0.16737845951765,0.210793475348415,-0.0276884181525945
